"classe","region","nb_index","regiao_agrupada"
"Cruciform","100%",2350,"Corpo do gene"
"Cruciform","100%",2351,"Corpo do gene"
"Cruciform","10%",2353,"Corpo do gene"
"Cruciform","40%",2354,"Corpo do gene"
"Cruciform","20%",2366,"Corpo do gene"
"Cruciform","80%",2367,"Corpo do gene"
"Cruciform","10%",2381,"Corpo do gene"
"Cruciform","50%",2382,"Corpo do gene"
"Cruciform","50%",2383,"Corpo do gene"
"Cruciform","10%",2385,"Corpo do gene"
"Cruciform","20%",2386,"Corpo do gene"
"Cruciform","30%",2386,"Corpo do gene"
"Cruciform","50%",2387,"Corpo do gene"
"Cruciform","20%",2388,"Corpo do gene"
"Cruciform","20%",2389,"Corpo do gene"
"Cruciform","60%",2390,"Corpo do gene"
"Cruciform","70%",2391,"Corpo do gene"
"Cruciform","50%",2392,"Corpo do gene"
"Cruciform","90%",2393,"Corpo do gene"
"Cruciform","30%",2394,"Corpo do gene"
"Cruciform","40%",2395,"Corpo do gene"
"Cruciform","80%",2396,"Corpo do gene"
"Cruciform","90%",2397,"Corpo do gene"
"Cruciform","90%",2398,"Corpo do gene"
"Cruciform","60%",2400,"Corpo do gene"
"Cruciform","70%",2400,"Corpo do gene"
"Cruciform","90%",2401,"Corpo do gene"
"Cruciform","90%",2402,"Corpo do gene"
"Cruciform","10%",2408,"Corpo do gene"
"Cruciform","90%",2409,"Corpo do gene"
"Cruciform","90%",2410,"Corpo do gene"
"Cruciform","100%",2410,"Corpo do gene"
"Cruciform","80%",2444,"Corpo do gene"
"Cruciform","90%",2445,"Corpo do gene"
"Cruciform","20%",2455,"Corpo do gene"
"Cruciform","10%",2456,"Corpo do gene"
"Cruciform","10%",2457,"Corpo do gene"
"Cruciform","20%",2457,"Corpo do gene"
"Cruciform","10%",2461,"Corpo do gene"
"Cruciform","20%",2461,"Corpo do gene"
"Cruciform","30%",2462,"Corpo do gene"
"Cruciform","80%",2463,"Corpo do gene"
"Cruciform","30%",2464,"Corpo do gene"
"Cruciform","90%",2465,"Corpo do gene"
"Cruciform","100%",2465,"Corpo do gene"
"Cruciform","40%",2492,"Corpo do gene"
"Cruciform","50%",2492,"Corpo do gene"
"Cruciform","60%",2493,"Corpo do gene"
"Cruciform","100%",2494,"Corpo do gene"
"Cruciform","50%",2495,"Corpo do gene"
"Cruciform","90%",2496,"Corpo do gene"
"Cruciform","90%",2497,"Corpo do gene"
"Cruciform","10%",2498,"Corpo do gene"
"Cruciform","30%",2499,"Corpo do gene"
"Cruciform","40%",2499,"Corpo do gene"
"Cruciform","50%",2500,"Corpo do gene"
"Cruciform","60%",2500,"Corpo do gene"
"Cruciform","70%",2501,"Corpo do gene"
"Cruciform","90%",2502,"Corpo do gene"
"Cruciform","100%",2502,"Corpo do gene"
"Cruciform","50%",2509,"Corpo do gene"
"Cruciform","20%",2516,"Corpo do gene"
"Cruciform","30%",2516,"Corpo do gene"
"Cruciform","40%",2517,"Corpo do gene"
"Cruciform","50%",2517,"Corpo do gene"
"Cruciform","50%",2518,"Corpo do gene"
"Cruciform","60%",2519,"Corpo do gene"
"Cruciform","90%",2520,"Corpo do gene"
"Cruciform","90%",2521,"Corpo do gene"
"Cruciform","80%",2531,"Corpo do gene"
"Cruciform","10%",2532,"Corpo do gene"
"Cruciform","50%",2533,"Corpo do gene"
"Cruciform","60%",2533,"Corpo do gene"
"Cruciform","50%",2534,"Corpo do gene"
"Cruciform","90%",2535,"Corpo do gene"
"Cruciform","40%",2538,"Corpo do gene"
"Cruciform","50%",2538,"Corpo do gene"
"Cruciform","90%",2539,"Corpo do gene"
"Cruciform","10%",2550,"Corpo do gene"
"Cruciform","20%",2551,"Corpo do gene"
"Cruciform","20%",2552,"Corpo do gene"
"Cruciform","50%",2553,"Corpo do gene"
"Cruciform","60%",2554,"Corpo do gene"
"Cruciform","70%",2554,"Corpo do gene"
"Cruciform","80%",2554,"Corpo do gene"
"Cruciform","10%",2555,"Corpo do gene"
"Cruciform","10%",2556,"Corpo do gene"
"Cruciform","40%",2557,"Corpo do gene"
"Cruciform","80%",2558,"Corpo do gene"
"Cruciform","100%",2559,"Corpo do gene"
"Cruciform","100%",2560,"Corpo do gene"
"Cruciform","70%",2565,"Corpo do gene"
"Cruciform","40%",2566,"Corpo do gene"
"Cruciform","50%",2566,"Corpo do gene"
"Cruciform","20%",2575,"Corpo do gene"
"Cruciform","20%",2576,"Corpo do gene"
"Cruciform","20%",2577,"Corpo do gene"
"Cruciform","30%",2577,"Corpo do gene"
"Cruciform","60%",2578,"Corpo do gene"
"Cruciform","20%",2579,"Corpo do gene"
"Cruciform","30%",2580,"Corpo do gene"
"Cruciform","30%",2581,"Corpo do gene"
"Cruciform","30%",2582,"Corpo do gene"
"Cruciform","100%",2583,"Corpo do gene"
"Cruciform","100%",2584,"Corpo do gene"
"Cruciform","30%",2587,"Corpo do gene"
"Cruciform","70%",2588,"Corpo do gene"
"Cruciform","80%",2588,"Corpo do gene"
"Cruciform","90%",2589,"Corpo do gene"
"Cruciform","100%",2590,"Corpo do gene"
"Cruciform","30%",2591,"Corpo do gene"
"Cruciform","10%",2597,"Corpo do gene"
"Cruciform","80%",2625,"Corpo do gene"
"Cruciform","30%",2626,"Corpo do gene"
"Cruciform","40%",2626,"Corpo do gene"
"Cruciform","40%",2627,"Corpo do gene"
"Cruciform","60%",2628,"Corpo do gene"
"Cruciform","70%",2628,"Corpo do gene"
"Cruciform","80%",2629,"Corpo do gene"
"Cruciform","30%",2637,"Corpo do gene"
"Cruciform","70%",2638,"Corpo do gene"
"Cruciform","90%",2639,"Corpo do gene"
"Cruciform","30%",2640,"Corpo do gene"
"Cruciform","40%",2640,"Corpo do gene"
"Cruciform","20%",2642,"Corpo do gene"
"Cruciform","30%",2642,"Corpo do gene"
"Cruciform","30%",2643,"Corpo do gene"
"Cruciform","40%",2643,"Corpo do gene"
"Cruciform","50%",2644,"Corpo do gene"
"Cruciform","90%",2645,"Corpo do gene"
"Cruciform","90%",2646,"Corpo do gene"
"Cruciform","100%",2647,"Corpo do gene"
"Cruciform","10%",2649,"Corpo do gene"
"Cruciform","20%",2649,"Corpo do gene"
"Cruciform","20%",2650,"Corpo do gene"
"Cruciform","30%",2650,"Corpo do gene"
"Cruciform","30%",2651,"Corpo do gene"
"Cruciform","40%",2652,"Corpo do gene"
"Cruciform","50%",2653,"Corpo do gene"
"Cruciform","50%",2654,"Corpo do gene"
"Cruciform","80%",2655,"Corpo do gene"
"Cruciform","80%",2656,"Corpo do gene"
"Cruciform","30%",2657,"Corpo do gene"
"Cruciform","40%",2657,"Corpo do gene"
"Cruciform","60%",2658,"Corpo do gene"
"Cruciform","80%",2659,"Corpo do gene"
"Cruciform","100%",2660,"Corpo do gene"
"Cruciform","80%",2665,"Corpo do gene"
"Cruciform","60%",2666,"Corpo do gene"
"Cruciform","70%",2666,"Corpo do gene"
"Cruciform","80%",2667,"Corpo do gene"
"Cruciform","100%",2668,"Corpo do gene"
"Cruciform","10%",2669,"Corpo do gene"
"Cruciform","20%",2670,"Corpo do gene"
"Cruciform","20%",2671,"Corpo do gene"
"Cruciform","40%",2672,"Corpo do gene"
"Cruciform","50%",2673,"Corpo do gene"
"Cruciform","60%",2674,"Corpo do gene"
"Cruciform","80%",2675,"Corpo do gene"
"Cruciform","90%",2676,"Corpo do gene"
"Cruciform","100%",2677,"Corpo do gene"
"Cruciform","20%",2678,"Corpo do gene"
"Cruciform","30%",2678,"Corpo do gene"
"Cruciform","80%",2679,"Corpo do gene"
"Cruciform","90%",2679,"Corpo do gene"
"Cruciform","100%",2679,"Corpo do gene"
"Cruciform","50%",2680,"Corpo do gene"
"Cruciform","40%",2686,"Corpo do gene"
"Cruciform","50%",2686,"Corpo do gene"
"Cruciform","60%",2687,"Corpo do gene"
"Cruciform","70%",2687,"Corpo do gene"
"Cruciform","80%",2687,"Corpo do gene"
"Cruciform","90%",2687,"Corpo do gene"
"Cruciform","100%",2687,"Corpo do gene"
"Cruciform","40%",2701,"Corpo do gene"
"Cruciform","50%",2701,"Corpo do gene"
"Cruciform","10%",2704,"Corpo do gene"
"Cruciform","30%",2705,"Corpo do gene"
"Cruciform","90%",2706,"Corpo do gene"
"Cruciform","90%",2707,"Corpo do gene"
"Cruciform","100%",2707,"Corpo do gene"
"Cruciform","70%",2708,"Corpo do gene"
"Cruciform","80%",2708,"Corpo do gene"
"Cruciform","10%",2714,"Corpo do gene"
"Cruciform","20%",2715,"Corpo do gene"
"Cruciform","30%",2716,"Corpo do gene"
"Cruciform","60%",2717,"Corpo do gene"
"Cruciform","70%",2718,"Corpo do gene"
"Cruciform","20%",2728,"Corpo do gene"
"Cruciform","30%",2728,"Corpo do gene"
"Cruciform","40%",2729,"Corpo do gene"
"Cruciform","40%",2730,"Corpo do gene"
"Cruciform","50%",2731,"Corpo do gene"
"Cruciform","50%",2732,"Corpo do gene"
"Cruciform","60%",2732,"Corpo do gene"
"Cruciform","70%",2733,"Corpo do gene"
"Cruciform","80%",2733,"Corpo do gene"
"Cruciform","10%",2734,"Corpo do gene"
"Cruciform","20%",2735,"Corpo do gene"
"Cruciform","70%",2736,"Corpo do gene"
"Cruciform","80%",2737,"Corpo do gene"
"Cruciform","90%",2737,"Corpo do gene"
"Cruciform","90%",2738,"Corpo do gene"
"Cruciform","100%",2738,"Corpo do gene"
"Cruciform","20%",2742,"Corpo do gene"
"Cruciform","20%",2743,"Corpo do gene"
"Cruciform","30%",2743,"Corpo do gene"
"Cruciform","40%",2744,"Corpo do gene"
"Cruciform","50%",2745,"Corpo do gene"
"Cruciform","60%",2745,"Corpo do gene"
"Cruciform","10%",2747,"Corpo do gene"
"Cruciform","90%",2748,"Corpo do gene"
"Cruciform","100%",2748,"Corpo do gene"
"Cruciform","20%",2750,"Corpo do gene"
"Cruciform","30%",2751,"Corpo do gene"
"Cruciform","60%",2752,"Corpo do gene"
"Cruciform","60%",2753,"Corpo do gene"
"Cruciform","70%",2753,"Corpo do gene"
"Cruciform","80%",2754,"Corpo do gene"
"Cruciform","90%",2755,"Corpo do gene"
"Cruciform","20%",2758,"Corpo do gene"
"Cruciform","30%",2758,"Corpo do gene"
"Cruciform","40%",2758,"Corpo do gene"
"Cruciform","50%",2758,"Corpo do gene"
"Cruciform","60%",2758,"Corpo do gene"
"Cruciform","70%",2758,"Corpo do gene"
"Cruciform","10%",2759,"Corpo do gene"
"Cruciform","20%",2759,"Corpo do gene"
"Cruciform","30%",2766,"Corpo do gene"
"Cruciform","40%",2767,"Corpo do gene"
"Cruciform","70%",2768,"Corpo do gene"
"Cruciform","80%",2769,"Corpo do gene"
"Cruciform","90%",2769,"Corpo do gene"
"Cruciform","100%",2770,"Corpo do gene"
"Cruciform","100%",2771,"Corpo do gene"
"Cruciform","10%",2772,"Corpo do gene"
"Cruciform","20%",2772,"Corpo do gene"
"Cruciform","30%",2773,"Corpo do gene"
"Cruciform","50%",2774,"Corpo do gene"
"Cruciform","60%",2774,"Corpo do gene"
"Cruciform","20%",2776,"Corpo do gene"
"Cruciform","90%",2778,"Corpo do gene"
"Cruciform","50%",2781,"Corpo do gene"
"Cruciform","30%",2782,"Corpo do gene"
"Cruciform","60%",2783,"Corpo do gene"
"Cruciform","70%",2783,"Corpo do gene"
"Cruciform","10%",2790,"Corpo do gene"
"Cruciform","20%",2791,"Corpo do gene"
"Cruciform","40%",2792,"Corpo do gene"
"Cruciform","50%",2792,"Corpo do gene"
"Cruciform","50%",2793,"Corpo do gene"
"Cruciform","90%",2794,"Corpo do gene"
"Cruciform","100%",2795,"Corpo do gene"
"Cruciform","30%",2800,"Corpo do gene"
"Cruciform","60%",2801,"Corpo do gene"
"Cruciform","70%",2802,"Corpo do gene"
"Cruciform","70%",2803,"Corpo do gene"
"Cruciform","100%",2804,"Corpo do gene"
"Cruciform","60%",2805,"Corpo do gene"
"Cruciform","100%",2806,"Corpo do gene"
"Cruciform","100%",2809,"Corpo do gene"
"Cruciform","100%",2810,"Corpo do gene"
"Cruciform","10%",2847,"Corpo do gene"
"Cruciform","50%",2848,"Corpo do gene"
"Cruciform","100%",2849,"Corpo do gene"
"Cruciform","20%",2850,"Corpo do gene"
"Cruciform","30%",2850,"Corpo do gene"
"Cruciform","40%",2850,"Corpo do gene"
"Cruciform","80%",2853,"Corpo do gene"
"Cruciform","20%",2854,"Corpo do gene"
"Cruciform","60%",2855,"Corpo do gene"
"Cruciform","70%",2856,"Corpo do gene"
"Cruciform","90%",2857,"Corpo do gene"
"Cruciform","10%",2863,"Corpo do gene"
"Cruciform","60%",2864,"Corpo do gene"
"Cruciform","60%",2865,"Corpo do gene"
"Cruciform","70%",2865,"Corpo do gene"
"Cruciform","20%",2866,"Corpo do gene"
"Cruciform","20%",2867,"Corpo do gene"
"Cruciform","30%",2868,"Corpo do gene"
"Cruciform","80%",2869,"Corpo do gene"
"Cruciform","90%",2870,"Corpo do gene"
"Cruciform","90%",2871,"Corpo do gene"
"Cruciform","100%",2871,"Corpo do gene"
"Cruciform","90%",2877,"Corpo do gene"
"Cruciform","60%",2879,"Corpo do gene"
"Cruciform","90%",2880,"Corpo do gene"
"Cruciform","20%",2885,"Corpo do gene"
"Cruciform","30%",2885,"Corpo do gene"
"Cruciform","30%",2886,"Corpo do gene"
"Cruciform","40%",2886,"Corpo do gene"
"Cruciform","60%",2887,"Corpo do gene"
"Cruciform","80%",2889,"Corpo do gene"
"Cruciform","100%",2890,"Corpo do gene"
"Cruciform","40%",2891,"Corpo do gene"
"Cruciform","80%",2892,"Corpo do gene"
"Cruciform","100%",2893,"Corpo do gene"
"Cruciform","60%",2903,"Corpo do gene"
"Cruciform","70%",2903,"Corpo do gene"
"Cruciform","80%",2903,"Corpo do gene"
"Cruciform","90%",2903,"Corpo do gene"
"Cruciform","100%",2903,"Corpo do gene"
"Cruciform","10%",2904,"Corpo do gene"
"Cruciform","20%",2905,"Corpo do gene"
"Cruciform","60%",2906,"Corpo do gene"
"Cruciform","50%",2908,"Corpo do gene"
"Cruciform","60%",2909,"Corpo do gene"
"Cruciform","70%",2909,"Corpo do gene"
"Cruciform","80%",2910,"Corpo do gene"
"Cruciform","90%",2911,"Corpo do gene"
"Cruciform","90%",2912,"Corpo do gene"
"Cruciform","100%",2913,"Corpo do gene"
"Cruciform","100%",2914,"Corpo do gene"
"Cruciform","40%",2915,"Corpo do gene"
"Cruciform","90%",2916,"Corpo do gene"
"Cruciform","50%",2946,"Corpo do gene"
"Cruciform","60%",2946,"Corpo do gene"
"Cruciform","70%",2946,"Corpo do gene"
"Cruciform","80%",2947,"Corpo do gene"
"Cruciform","10%",2950,"Corpo do gene"
"Cruciform","40%",2951,"Corpo do gene"
"Cruciform","80%",2952,"Corpo do gene"
"Cruciform","90%",2952,"Corpo do gene"
"Cruciform","90%",2953,"Corpo do gene"
"Cruciform","30%",2960,"Corpo do gene"
"Cruciform","70%",2961,"Corpo do gene"
"Cruciform","40%",2962,"Corpo do gene"
"Cruciform","60%",2963,"Corpo do gene"
"Cruciform","60%",2964,"Corpo do gene"
"Cruciform","70%",2964,"Corpo do gene"
"Cruciform","70%",2965,"Corpo do gene"
"Cruciform","80%",2965,"Corpo do gene"
"Cruciform","80%",2966,"Corpo do gene"
"Cruciform","100%",2967,"Corpo do gene"
"Cruciform","50%",2968,"Corpo do gene"
"Cruciform","60%",2969,"Corpo do gene"
"Cruciform","80%",2970,"Corpo do gene"
"Cruciform","20%",2971,"Corpo do gene"
"Cruciform","30%",2971,"Corpo do gene"
"Cruciform","40%",2971,"Corpo do gene"
"Cruciform","50%",2971,"Corpo do gene"
"Cruciform","10%",2972,"Corpo do gene"
"Cruciform","50%",2973,"Corpo do gene"
"Cruciform","60%",2974,"Corpo do gene"
"Cruciform","60%",2975,"Corpo do gene"
"Cruciform","90%",2976,"Corpo do gene"
"Cruciform","60%",2977,"Corpo do gene"
"Cruciform","60%",2978,"Corpo do gene"
"Cruciform","60%",2979,"Corpo do gene"
"Cruciform","70%",2980,"Corpo do gene"
"Cruciform","80%",2980,"Corpo do gene"
"Cruciform","80%",2981,"Corpo do gene"
"Cruciform","100%",2982,"Corpo do gene"
"Cruciform","30%",2989,"Corpo do gene"
"Cruciform","50%",2990,"Corpo do gene"
"Cruciform","90%",2993,"Corpo do gene"
"Cruciform","100%",2994,"Corpo do gene"
"Cruciform","70%",2995,"Corpo do gene"
"Cruciform","70%",2996,"Corpo do gene"
"Cruciform","100%",2997,"Corpo do gene"
"Cruciform","30%",2998,"Corpo do gene"
"Cruciform","40%",2999,"Corpo do gene"
"Cruciform","80%",3000,"Corpo do gene"
"Cruciform","80%",3001,"Corpo do gene"
"Cruciform","90%",3001,"Corpo do gene"
"Cruciform","10%",3015,"Corpo do gene"
"Cruciform","60%",3016,"Corpo do gene"
"Cruciform","80%",3017,"Corpo do gene"
"Cruciform","20%",3018,"Corpo do gene"
"Cruciform","40%",3019,"Corpo do gene"
"Cruciform","50%",3020,"Corpo do gene"
"Cruciform","60%",3021,"Corpo do gene"
"Cruciform","100%",3022,"Corpo do gene"
"Cruciform","10%",3023,"Corpo do gene"
"Cruciform","40%",3024,"Corpo do gene"
"Cruciform","40%",3025,"Corpo do gene"
"Cruciform","60%",3026,"Corpo do gene"
"Cruciform","70%",3027,"Corpo do gene"
"Cruciform","90%",3028,"Corpo do gene"
"Cruciform","100%",3028,"Corpo do gene"
"Cruciform","30%",3029,"Corpo do gene"
"Cruciform","40%",3029,"Corpo do gene"
"Cruciform","40%",3030,"Corpo do gene"
"Cruciform","90%",3031,"Corpo do gene"
"Cruciform","40%",3032,"Corpo do gene"
"Cruciform","50%",3033,"Corpo do gene"
"Cruciform","60%",3033,"Corpo do gene"
"Cruciform","70%",3034,"Corpo do gene"
"Cruciform","80%",3034,"Corpo do gene"
"Cruciform","30%",3035,"Corpo do gene"
"Cruciform","40%",3035,"Corpo do gene"
"Cruciform","60%",3036,"Corpo do gene"
"Cruciform","70%",3036,"Corpo do gene"
"Cruciform","80%",3036,"Corpo do gene"
"Cruciform","90%",3037,"Corpo do gene"
"Cruciform","100%",3037,"Corpo do gene"
"Cruciform","40%",3038,"Corpo do gene"
"Cruciform","80%",3039,"Corpo do gene"
"Cruciform","90%",3039,"Corpo do gene"
"Cruciform","10%",3040,"Corpo do gene"
"Cruciform","20%",3041,"Corpo do gene"
"Cruciform","30%",3041,"Corpo do gene"
"Cruciform","100%",3042,"Corpo do gene"
"Cruciform","10%",3054,"Corpo do gene"
"Cruciform","10%",3055,"Corpo do gene"
"Cruciform","20%",3056,"Corpo do gene"
"Cruciform","20%",3057,"Corpo do gene"
"Cruciform","40%",3058,"Corpo do gene"
"Cruciform","40%",3059,"Corpo do gene"
"Cruciform","50%",3059,"Corpo do gene"
"Cruciform","50%",3060,"Corpo do gene"
"Cruciform","60%",3061,"Corpo do gene"
"Cruciform","80%",3062,"Corpo do gene"
"Cruciform","80%",3063,"Corpo do gene"
"Cruciform","100%",3064,"Corpo do gene"
"Cruciform","40%",3065,"Corpo do gene"
"Cruciform","70%",3066,"Corpo do gene"
"Cruciform","80%",3067,"Corpo do gene"
"Cruciform","100%",3068,"Corpo do gene"
"Cruciform","10%",3069,"Corpo do gene"
"Cruciform","10%",3070,"Corpo do gene"
"Cruciform","20%",3070,"Corpo do gene"
"Cruciform","10%",3073,"Corpo do gene"
"Cruciform","30%",3074,"Corpo do gene"
"Cruciform","40%",3075,"Corpo do gene"
"Cruciform","40%",3076,"Corpo do gene"
"Cruciform","60%",3077,"Corpo do gene"
"Cruciform","10%",3078,"Corpo do gene"
"Cruciform","10%",3079,"Corpo do gene"
"Cruciform","40%",3080,"Corpo do gene"
"Cruciform","50%",3080,"Corpo do gene"
"Cruciform","90%",3081,"Corpo do gene"
"Cruciform","100%",3082,"Corpo do gene"
"Cruciform","60%",3083,"Corpo do gene"
"Cruciform","20%",3084,"Corpo do gene"
"Cruciform","30%",3085,"Corpo do gene"
"Cruciform","40%",3086,"Corpo do gene"
"Cruciform","50%",3087,"Corpo do gene"
"Cruciform","60%",3088,"Corpo do gene"
"Cruciform","60%",3089,"Corpo do gene"
"Cruciform","70%",3090,"Corpo do gene"
"Cruciform","70%",3091,"Corpo do gene"
"Cruciform","70%",3092,"Corpo do gene"
"Cruciform","20%",3093,"Corpo do gene"
"Cruciform","50%",3094,"Corpo do gene"
"Cruciform","60%",3095,"Corpo do gene"
"Cruciform","70%",3095,"Corpo do gene"
"Cruciform","10%",3096,"Corpo do gene"
"Cruciform","20%",3096,"Corpo do gene"
"Cruciform","40%",3097,"Corpo do gene"
"Cruciform","50%",3098,"Corpo do gene"
"Cruciform","60%",3099,"Corpo do gene"
"Cruciform","60%",3100,"Corpo do gene"
"Cruciform","70%",3101,"Corpo do gene"
"Cruciform","90%",3102,"Corpo do gene"
"Cruciform","100%",3102,"Corpo do gene"
"Cruciform","40%",3103,"Corpo do gene"
"Cruciform","80%",3104,"Corpo do gene"
"Cruciform","90%",3105,"Corpo do gene"
"Cruciform","100%",3105,"Corpo do gene"
"Cruciform","20%",3106,"Corpo do gene"
"Cruciform","20%",3107,"Corpo do gene"
"Cruciform","60%",3108,"Corpo do gene"
"Cruciform","80%",3109,"Corpo do gene"
"Cruciform","90%",3110,"Corpo do gene"
"Cruciform","100%",3110,"Corpo do gene"
"Cruciform","20%",3111,"Corpo do gene"
"Cruciform","40%",3112,"Corpo do gene"
"Cruciform","40%",3113,"Corpo do gene"
"Cruciform","50%",3113,"Corpo do gene"
"Cruciform","60%",3113,"Corpo do gene"
"Cruciform","70%",3114,"Corpo do gene"
"Cruciform","90%",3115,"Corpo do gene"
"Cruciform","100%",3115,"Corpo do gene"
"Cruciform","10%",3118,"Corpo do gene"
"Cruciform","20%",3118,"Corpo do gene"
"Cruciform","20%",3119,"Corpo do gene"
"Cruciform","30%",3120,"Corpo do gene"
"Cruciform","40%",3120,"Corpo do gene"
"Cruciform","60%",3121,"Corpo do gene"
"Cruciform","70%",3122,"Corpo do gene"
"Cruciform","90%",3123,"Corpo do gene"
"Cruciform","80%",3141,"Corpo do gene"
"Cruciform","90%",3154,"Corpo do gene"
"Cruciform","10%",3159,"Corpo do gene"
"Cruciform","20%",3159,"Corpo do gene"
"Cruciform","30%",3160,"Corpo do gene"
"Cruciform","40%",3161,"Corpo do gene"
"Cruciform","40%",3162,"Corpo do gene"
"Cruciform","50%",3162,"Corpo do gene"
"Cruciform","50%",3164,"Corpo do gene"
"Cruciform","60%",3164,"Corpo do gene"
"Cruciform","100%",3165,"Corpo do gene"
"Cruciform","20%",3166,"Corpo do gene"
"Cruciform","20%",3167,"Corpo do gene"
"Cruciform","30%",3168,"Corpo do gene"
"Cruciform","60%",3169,"Corpo do gene"
"Cruciform","70%",3170,"Corpo do gene"
"Cruciform","10%",3172,"Corpo do gene"
"Cruciform","90%",3173,"Corpo do gene"
"Cruciform","20%",3177,"Corpo do gene"
"Cruciform","10%",3178,"Corpo do gene"
"Cruciform","70%",3179,"Corpo do gene"
"Cruciform","10%",3184,"Corpo do gene"
"Cruciform","30%",3185,"Corpo do gene"
"Cruciform","40%",3186,"Corpo do gene"
"Cruciform","60%",3187,"Corpo do gene"
"Cruciform","70%",3188,"Corpo do gene"
"Cruciform","70%",3189,"Corpo do gene"
"Cruciform","100%",3190,"Corpo do gene"
"Cruciform","100%",3191,"Corpo do gene"
"Cruciform","60%",3205,"Corpo do gene"
"Cruciform","90%",3206,"Corpo do gene"
"Cruciform","100%",3206,"Corpo do gene"
"Cruciform","100%",3209,"Corpo do gene"
"Cruciform","70%",3219,"Corpo do gene"
"Cruciform","80%",3219,"Corpo do gene"
"Cruciform","10%",3234,"Corpo do gene"
"Cruciform","10%",3235,"Corpo do gene"
"Cruciform","20%",3235,"Corpo do gene"
"Cruciform","20%",3236,"Corpo do gene"
"Cruciform","30%",3236,"Corpo do gene"
"Cruciform","40%",3237,"Corpo do gene"
"Cruciform","60%",3238,"Corpo do gene"
"Cruciform","70%",3239,"Corpo do gene"
"Cruciform","90%",3240,"Corpo do gene"
"Cruciform","10%",3248,"Corpo do gene"
"Cruciform","20%",3249,"Corpo do gene"
"Cruciform","20%",3250,"Corpo do gene"
"Cruciform","100%",3251,"Corpo do gene"
"Cruciform","10%",3252,"Corpo do gene"
"Cruciform","50%",3253,"Corpo do gene"
"Cruciform","60%",3254,"Corpo do gene"
"Cruciform","80%",3255,"Corpo do gene"
"Cruciform","90%",3256,"Corpo do gene"
"Cruciform","40%",3265,"Corpo do gene"
"Cruciform","40%",3266,"Corpo do gene"
"Cruciform","50%",3266,"Corpo do gene"
"Cruciform","50%",3267,"Corpo do gene"
"Cruciform","60%",3268,"Corpo do gene"
"Cruciform","90%",3269,"Corpo do gene"
"Cruciform","100%",3270,"Corpo do gene"
"Cruciform","40%",3272,"Corpo do gene"
"Cruciform","80%",3273,"Corpo do gene"
"Cruciform","100%",3274,"Corpo do gene"
"Cruciform","30%",3276,"Corpo do gene"
"Cruciform","70%",3277,"Corpo do gene"
"Cruciform","80%",3277,"Corpo do gene"
"Cruciform","40%",3278,"Corpo do gene"
"Cruciform","60%",3279,"Corpo do gene"
"Cruciform","40%",3280,"Corpo do gene"
"Cruciform","50%",3281,"Corpo do gene"
"Cruciform","60%",3282,"Corpo do gene"
"Cruciform","80%",3283,"Corpo do gene"
"Cruciform","30%",3284,"Corpo do gene"
"Cruciform","90%",3285,"Corpo do gene"
"Cruciform","20%",3289,"Corpo do gene"
"Cruciform","60%",3290,"Corpo do gene"
"Cruciform","90%",3291,"Corpo do gene"
"Cruciform","30%",3308,"Corpo do gene"
"Cruciform","20%",3309,"Corpo do gene"
"Cruciform","30%",3309,"Corpo do gene"
"Cruciform","30%",3310,"Corpo do gene"
"Cruciform","90%",3311,"Corpo do gene"
"Cruciform","100%",3311,"Corpo do gene"
"Cruciform","10%",3312,"Corpo do gene"
"Cruciform","20%",3312,"Corpo do gene"
"Cruciform","20%",3313,"Corpo do gene"
"Cruciform","30%",3314,"Corpo do gene"
"Cruciform","40%",3314,"Corpo do gene"
"Cruciform","50%",3315,"Corpo do gene"
"Cruciform","60%",3315,"Corpo do gene"
"Cruciform","60%",3316,"Corpo do gene"
"Cruciform","90%",3317,"Corpo do gene"
"Cruciform","100%",3318,"Corpo do gene"
"Cruciform","30%",3319,"Corpo do gene"
"Cruciform","40%",3320,"Corpo do gene"
"Cruciform","40%",3321,"Corpo do gene"
"Cruciform","50%",3321,"Corpo do gene"
"Cruciform","50%",3322,"Corpo do gene"
"Cruciform","60%",3322,"Corpo do gene"
"Cruciform","60%",3323,"Corpo do gene"
"Cruciform","90%",3324,"Corpo do gene"
"Cruciform","90%",3325,"Corpo do gene"
"Cruciform","70%",3326,"Corpo do gene"
"Cruciform","100%",3327,"Corpo do gene"
"Cruciform","80%",3328,"Corpo do gene"
"Cruciform","100%",3329,"Corpo do gene"
"Cruciform","10%",3329,"Corpo do gene"
"Cruciform","30%",3330,"Corpo do gene"
"Cruciform","40%",3331,"Corpo do gene"
"Cruciform","100%",3332,"Corpo do gene"
"Cruciform","10%",3333,"Corpo do gene"
"Cruciform","40%",3334,"Corpo do gene"
"Cruciform","30%",3335,"Corpo do gene"
"Cruciform","70%",3336,"Corpo do gene"
"Cruciform","30%",3337,"Corpo do gene"
"Cruciform","90%",3338,"Corpo do gene"
"Cruciform","100%",3339,"Corpo do gene"
"Cruciform","30%",3340,"Corpo do gene"
"Cruciform","70%",3341,"Corpo do gene"
"Cruciform","80%",3341,"Corpo do gene"
"Cruciform","10%",3342,"Corpo do gene"
"Cruciform","90%",3343,"Corpo do gene"
"Cruciform","60%",3344,"Corpo do gene"
"Cruciform","20%",3345,"Corpo do gene"
"Cruciform","70%",3346,"Corpo do gene"
