"classe","region","nb_index"
"Cruciform","5' UTR",7010
"Cruciform","5' UTR",7006
"Cruciform","5' UTR",7007
"Cruciform","5' UTR",7008
"Cruciform","5' UTR",7009
"Cruciform","5' UTR",7010
"Cruciform","5' UTR",7011
"Cruciform","5' UTR",7012
"Cruciform","5' UTR",7013
"Cruciform","5' UTR",7014
"Cruciform","5' UTR",33
"Cruciform","5' UTR",34
"Cruciform","5' UTR",75
"Cruciform","5' UTR",76
"Cruciform","5' UTR",77
"Cruciform","5' UTR",78
"Cruciform","5' UTR",79
"Cruciform","5' UTR",80
"Cruciform","5' UTR",81
"Cruciform","5' UTR",82
"Cruciform","5' UTR",83
"Cruciform","5' UTR",87
"Cruciform","5' UTR",128
"Cruciform","5' UTR",133
"Cruciform","5' UTR",231
"Cruciform","5' UTR",232
"Cruciform","5' UTR",233
"Cruciform","5' UTR",234
"Cruciform","5' UTR",235
"Cruciform","5' UTR",236
"Cruciform","5' UTR",237
"Cruciform","5' UTR",238
"Cruciform","5' UTR",239
"Cruciform","5' UTR",240
"Cruciform","5' UTR",241
"Cruciform","5' UTR",242
"Cruciform","5' UTR",243
"Cruciform","5' UTR",244
"Cruciform","5' UTR",245
"Cruciform","5' UTR",246
"Cruciform","5' UTR",315
"Cruciform","5' UTR",475
"Cruciform","5' UTR",489
"Cruciform","5' UTR",638
"Cruciform","5' UTR",638
"Cruciform","5' UTR",846
"Cruciform","5' UTR",979
"Cruciform","5' UTR",1077
"Cruciform","5' UTR",1155
"Cruciform","5' UTR",1494
"Cruciform","5' UTR",1688
"Cruciform","5' UTR",1749
"Cruciform","5' UTR",1883
"Cruciform","5' UTR",2181
"Cruciform","5' UTR",2387
"Cruciform","5' UTR",2388
"Cruciform","5' UTR",2387
"Cruciform","5' UTR",2388
"Cruciform","5' UTR",2398
"Cruciform","5' UTR",2398
"Cruciform","5' UTR",2676
"Cruciform","5' UTR",2715
"Cruciform","5' UTR",2753
"Cruciform","5' UTR",2847
"Cruciform","5' UTR",2882
"Cruciform","5' UTR",2882
"Cruciform","5' UTR",2882
"Cruciform","5' UTR",2882
"Cruciform","5' UTR",2882
"Cruciform","5' UTR",2882
"Cruciform","5' UTR",2882
"Cruciform","5' UTR",2912
"Cruciform","5' UTR",3052
"Cruciform","5' UTR",3053
"Cruciform","5' UTR",3052
"Cruciform","5' UTR",3053
"Cruciform","5' UTR",3151
"Cruciform","5' UTR",3157
"Cruciform","5' UTR",3374
"Cruciform","5' UTR",3839
"Cruciform","5' UTR",4057
"Cruciform","5' UTR",4122
"Cruciform","5' UTR",4320
"Cruciform","5' UTR",4897
"Cruciform","5' UTR",5138
"Cruciform","5' UTR",5260
"Cruciform","5' UTR",5662
"Cruciform","5' UTR",5894
"Cruciform","5' UTR",5990
"Cruciform","5' UTR",6130
"Cruciform","5' UTR",6131
"Cruciform","5' UTR",6132
"Cruciform","5' UTR",6133
"Cruciform","5' UTR",6131
"Cruciform","5' UTR",6132
"Cruciform","5' UTR",6133
"Cruciform","5' UTR",6131
"Cruciform","5' UTR",6132
"Cruciform","5' UTR",6133
"Cruciform","5' UTR",6131
"Cruciform","5' UTR",6132
"Cruciform","5' UTR",6133
"Cruciform","5' UTR",6131
"Cruciform","5' UTR",6132
"Cruciform","5' UTR",6133
"Cruciform","5' UTR",6131
"Cruciform","5' UTR",6132
"Cruciform","5' UTR",6133
"Cruciform","5' UTR",6138
"Cruciform","5' UTR",6139
"Cruciform","5' UTR",6140
"Cruciform","5' UTR",6140
"Cruciform","5' UTR",6142
"Cruciform","5' UTR",6143
"Cruciform","5' UTR",6144
"Cruciform","5' UTR",6145
"Cruciform","5' UTR",6142
"Cruciform","5' UTR",6143
"Cruciform","5' UTR",6144
"Cruciform","5' UTR",6145
"Cruciform","5' UTR",6142
"Cruciform","5' UTR",6143
"Cruciform","5' UTR",6144
"Cruciform","5' UTR",6145
"Cruciform","5' UTR",6142
"Cruciform","5' UTR",6143
"Cruciform","5' UTR",6144
"Cruciform","5' UTR",6145
"Cruciform","5' UTR",6393
"Cruciform","5' UTR",6394
"Cruciform","5' UTR",6429
"Cruciform","5' UTR",7151
"Cruciform","5' UTR",7151
"Cruciform","5' UTR",7187
"Cruciform","5' UTR",7188
"Cruciform","5' UTR",7189
"Cruciform","5' UTR",7190
"Cruciform","5' UTR",7366
"Cruciform","5' UTR",7367
"Cruciform","5' UTR",7368
"Cruciform","5' UTR",7369
"Cruciform","5' UTR",7370
"Cruciform","5' UTR",7371
"Cruciform","5' UTR",7372
"Cruciform","5' UTR",7373
"Cruciform","5' UTR",7374
"Cruciform","5' UTR",7375
"Cruciform","5' UTR",7376
"Cruciform","5' UTR",7377
"Cruciform","5' UTR",7429
"Cruciform","5' UTR",7430
"Cruciform","5' UTR",7431
"Cruciform","5' UTR",7432
"Cruciform","5' UTR",7433
"Cruciform","5' UTR",7434
"Cruciform","5' UTR",7435
"Cruciform","5' UTR",7436
"Cruciform","5' UTR",7437
"Cruciform","5' UTR",7438
"Cruciform","5' UTR",7439
"Cruciform","5' UTR",7440
"Cruciform","5' UTR",7441
"Cruciform","5' UTR",7442
"Cruciform","5' UTR",7443
"Cruciform","5' UTR",7576
"Cruciform","5' UTR",7577
"Cruciform","5' UTR",7723
"Cruciform","5' UTR",7791
"Cruciform","5' UTR",7792
"Cruciform","5' UTR",7793
"Cruciform","5' UTR",7794
"Cruciform","5' UTR",7795
"Cruciform","5' UTR",7796
"Cruciform","5' UTR",7797
"Cruciform","5' UTR",7798
"Cruciform","5' UTR",7799
"Cruciform","5' UTR",7800
"Cruciform","5' UTR",7801
"Cruciform","5' UTR",7856
"Cruciform","5' UTR",8067
"Cruciform","5' UTR",8068
"Cruciform","5' UTR",8069
"Cruciform","5' UTR",8070
"Cruciform","5' UTR",8071
"Cruciform","5' UTR",8072
"Cruciform","5' UTR",8073
"Cruciform","5' UTR",8074
"Cruciform","5' UTR",8075
"Cruciform","5' UTR",8076
"Cruciform","80%",6601
"Cruciform","90%",6601
"Cruciform","10%",6626
"Cruciform","10%",6627
"Cruciform","20%",6627
"Cruciform","20%",6628
"Cruciform","20%",6629
"Cruciform","30%",6629
"Cruciform","40%",6630
"Cruciform","60%",6631
"Cruciform","60%",6632
"Cruciform","60%",6633
"Cruciform","70%",6634
"Cruciform","90%",6635
"Cruciform","10%",6636
"Cruciform","70%",6637
"Cruciform","100%",6638
"Cruciform","10%",6638
"Cruciform","80%",6639
"Cruciform","60%",6654
"Cruciform","70%",6654
"Cruciform","80%",6654
"Cruciform","90%",6654
"Cruciform","100%",6654
"Cruciform","80%",6655
"Cruciform","20%",6656
"Cruciform","30%",6656
"Cruciform","30%",6657
"Cruciform","40%",6657
"Cruciform","80%",6658
"Cruciform","90%",6659
"Cruciform","80%",6660
"Cruciform","10%",6678
"Cruciform","10%",6679
"Cruciform","20%",6680
"Cruciform","20%",6681
"Cruciform","30%",6682
"Cruciform","30%",6683
"Cruciform","30%",6684
"Cruciform","40%",6685
"Cruciform","50%",6685
"Cruciform","50%",6686
"Cruciform","70%",6687
"Cruciform","100%",6688
"Cruciform","10%",6690
"Cruciform","30%",6691
"Cruciform","30%",6692
"Cruciform","40%",6693
"Cruciform","40%",6694
"Cruciform","70%",6695
"Cruciform","80%",6696
"Cruciform","90%",6696
"Cruciform","10%",6708
"Cruciform","20%",6708
"Cruciform","20%",6709
"Cruciform","30%",6710
"Cruciform","40%",6710
"Cruciform","60%",6711
"Cruciform","70%",6712
"Cruciform","90%",6713
"Cruciform","50%",6716
"Cruciform","60%",6716
"Cruciform","20%",6720
"Cruciform","60%",6721
"Cruciform","40%",6722
"Cruciform","60%",6723
"Cruciform","80%",6724
"Cruciform","80%",6725
"Cruciform","30%",6727
"Cruciform","80%",6728
"Cruciform","90%",6729
"Cruciform","90%",6730
"Cruciform","40%",6731
"Cruciform","60%",6732
"Cruciform","90%",6733
"Cruciform","60%",6734
"Cruciform","80%",6735
"Cruciform","90%",6736
"Cruciform","10%",6737
"Cruciform","20%",6737
"Cruciform","20%",6738
"Cruciform","50%",6739
"Cruciform","70%",6740
"Cruciform","70%",6741
"Cruciform","80%",6742
"Cruciform","90%",6742
"Cruciform","100%",6743
"Cruciform","40%",6746
"Cruciform","50%",6746
"Cruciform","30%",6747
"Cruciform","40%",6747
"Cruciform","50%",6747
"Cruciform","10%",6756
"Cruciform","10%",6757
"Cruciform","10%",6758
"Cruciform","20%",6758
"Cruciform","20%",6759
"Cruciform","30%",6759
"Cruciform","40%",6760
"Cruciform","50%",6761
"Cruciform","60%",6762
"Cruciform","70%",6763
"Cruciform","90%",6764
"Cruciform","100%",6765
"Cruciform","40%",6768
"Cruciform","50%",6769
"Cruciform","60%",6769
"Cruciform","80%",6770
"Cruciform","20%",6771
"Cruciform","30%",6772
"Cruciform","30%",6773
"Cruciform","50%",6774
"Cruciform","50%",6775
"Cruciform","60%",6776
"Cruciform","80%",6777
"Cruciform","90%",6778
"Cruciform","100%",6779
"Cruciform","100%",6780
"Cruciform","10%",6788
"Cruciform","100%",6789
"Cruciform","40%",6791
"Cruciform","50%",6791
"Cruciform","60%",6791
"Cruciform","50%",6793
"Cruciform","10%",6810
"Cruciform","10%",6811
"Cruciform","10%",6812
"Cruciform","20%",6812
"Cruciform","20%",6813
"Cruciform","30%",6813
"Cruciform","40%",6814
"Cruciform","60%",6815
"Cruciform","70%",6816
"Cruciform","90%",6817
"Cruciform","10%",6818
"Cruciform","10%",6819
"Cruciform","20%",6820
"Cruciform","20%",6821
"Cruciform","30%",6822
"Cruciform","30%",6823
"Cruciform","40%",6824
"Cruciform","50%",6824
"Cruciform","50%",6825
"Cruciform","70%",6826
"Cruciform","80%",6827
"Cruciform","90%",6828
"Cruciform","90%",6852
"Cruciform","40%",6859
"Cruciform","40%",6860
"Cruciform","80%",6861
"Cruciform","80%",6862
"Cruciform","10%",6863
"Cruciform","10%",6864
"Cruciform","20%",6865
"Cruciform","20%",6866
"Cruciform","30%",6867
"Cruciform","40%",6868
"Cruciform","50%",6868
"Cruciform","50%",6869
"Cruciform","70%",6870
"Cruciform","80%",6871
"Cruciform","20%",6874
"Cruciform","50%",6875
"Cruciform","60%",6876
"Cruciform","70%",6877
"Cruciform","70%",6878
"Cruciform","10%",6879
"Cruciform","10%",6880
"Cruciform","20%",6881
"Cruciform","20%",6882
"Cruciform","30%",6883
"Cruciform","30%",6884
"Cruciform","30%",6885
"Cruciform","40%",6886
"Cruciform","50%",6886
"Cruciform","50%",6887
"Cruciform","70%",6888
"Cruciform","100%",6889
"Cruciform","20%",6890
"Cruciform","30%",6891
"Cruciform","30%",6892
"Cruciform","30%",6893
"Cruciform","40%",6893
"Cruciform","60%",6894
"Cruciform","70%",6895
"Cruciform","70%",6896
"Cruciform","100%",6897
"Cruciform","30%",6898
"Cruciform","60%",6899
"Cruciform","70%",6899
"Cruciform","20%",6903
"Cruciform","30%",6904
"Cruciform","40%",6905
"Cruciform","60%",6906
"Cruciform","60%",6907
"Cruciform","70%",6908
"Cruciform","100%",6909
"Cruciform","40%",6911
"Cruciform","10%",6922
"Cruciform","10%",6923
"Cruciform","80%",6924
"Cruciform","90%",6924
"Cruciform","50%",6925
"Cruciform","60%",6925
"Cruciform","70%",6925
"Cruciform","80%",6925
"Cruciform","100%",6926
"Cruciform","70%",6930
"Cruciform","80%",6930
"Cruciform","60%",6931
"Cruciform","20%",6945
"Cruciform","30%",6946
"Cruciform","90%",6947
"Cruciform","100%",6947
"Cruciform","60%",6961
"Cruciform","60%",6962
"Cruciform","10%",6974
"Cruciform","20%",6975
"Cruciform","30%",6975
"Cruciform","40%",6976
"Cruciform","30%",6977
"Cruciform","40%",6977
"Cruciform","70%",6978
"Cruciform","10%",6979
"Cruciform","20%",6979
"Cruciform","20%",6980
"Cruciform","30%",6980
"Cruciform","40%",6981
"Cruciform","50%",6981
"Cruciform","10%",6990
"Cruciform","30%",6991
"Cruciform","10%",6995
"Cruciform","10%",6996
"Cruciform","20%",6997
"Cruciform","20%",6998
"Cruciform","30%",6999
"Cruciform","30%",7000
"Cruciform","30%",7001
"Cruciform","40%",7002
"Cruciform","50%",7002
"Cruciform","50%",7003
"Cruciform","70%",7004
"Cruciform","100%",7005
"Cruciform","40%",7008
"Cruciform","50%",7008
"Cruciform","60%",7008
"Cruciform","20%",7011
"Cruciform","20%",7012
"Cruciform","40%",7013
"Cruciform","60%",7014
"Cruciform","70%",7015
"Cruciform","70%",7017
"Cruciform","50%",7031
"Cruciform","90%",7032
"Cruciform","100%",7032
"Cruciform","90%",7044
"Cruciform","90%",7045
"Cruciform","30%",7072
"Cruciform","60%",7101
"Cruciform","70%",7101
"Cruciform","80%",7109
"Cruciform","30%",6595
"Cruciform","90%",6596
"Cruciform","100%",6596
"Cruciform","30%",6597
"Cruciform","80%",6598
"Cruciform","90%",6598
"Cruciform","10%",6604
"Cruciform","10%",6605
"Cruciform","10%",6606
"Cruciform","100%",6607
"Cruciform","10%",6608
"Cruciform","20%",6615
"Cruciform","30%",6616
"Cruciform","40%",6617
"Cruciform","60%",6618
"Cruciform","60%",6619
"Cruciform","70%",6619
"Cruciform","80%",6620
"Cruciform","80%",6621
"Cruciform","90%",6622
"Cruciform","90%",6623
"Cruciform","100%",6624
"Cruciform","100%",6625
"Cruciform","10%",6640
"Cruciform","20%",6640
"Cruciform","60%",6641
"Cruciform","20%",6642
"Cruciform","30%",6642
"Cruciform","30%",6643
"Cruciform","50%",6644
"Cruciform","60%",6644
"Cruciform","90%",6645
"Cruciform","30%",6646
"Cruciform","80%",6647
"Cruciform","10%",6648
"Cruciform","40%",6649
"Cruciform","40%",6650
"Cruciform","50%",6650
"Cruciform","50%",6651
"Cruciform","90%",6652
"Cruciform","30%",6661
"Cruciform","80%",6662
"Cruciform","90%",6663
"Cruciform","10%",6665
"Cruciform","20%",6665
"Cruciform","20%",6666
"Cruciform","40%",6667
"Cruciform","40%",6668
"Cruciform","50%",6669
"Cruciform","50%",6670
"Cruciform","70%",6671
"Cruciform","80%",6672
"Cruciform","90%",6672
"Cruciform","90%",6673
"Cruciform","90%",6674
"Cruciform","100%",6674
"Cruciform","100%",6675
"Cruciform","100%",6676
"Cruciform","30%",6689
"Cruciform","100%",6690
"Cruciform","40%",6697
"Cruciform","50%",6697
"Cruciform","80%",6726
"Cruciform","20%",6753
"Cruciform","20%",6754
"Cruciform","10%",6766
"Cruciform","20%",6766
"Cruciform","60%",6767
"Cruciform","40%",6781
"Cruciform","40%",6783
"Cruciform","50%",6784
"Cruciform","70%",6785
"Cruciform","90%",6786
"Cruciform","90%",6787
"Cruciform","10%",6795
"Cruciform","10%",6796
"Cruciform","40%",6797
"Cruciform","50%",6797
"Cruciform","60%",6798
"Cruciform","70%",6798
"Cruciform","80%",6799
"Cruciform","50%",6801
"Cruciform","60%",6801
"Cruciform","70%",6801
"Cruciform","30%",6803
"Cruciform","40%",6804
"Cruciform","50%",6804
"Cruciform","80%",6805
"Cruciform","90%",6805
"Cruciform","70%",6806
"Cruciform","70%",6807
"Cruciform","20%",6832
"Cruciform","30%",6832
"Cruciform","50%",6833
"Cruciform","90%",6834
"Cruciform","20%",6835
"Cruciform","30%",6835
"Cruciform","80%",6836
"Cruciform","30%",6838
"Cruciform","40%",6839
"Cruciform","80%",6840
"Cruciform","90%",6840
"Cruciform","10%",6841
"Cruciform","20%",6841
"Cruciform","40%",6842
"Cruciform","10%",6843
"Cruciform","20%",6843
"Cruciform","40%",6844
"Cruciform","50%",6844
"Cruciform","70%",6845
"Cruciform","80%",6847
"Cruciform","90%",6847
"Cruciform","60%",6848
"Cruciform","80%",6849
"Cruciform","100%",6850
"Cruciform","100%",6853
"Cruciform","60%",6854
"Cruciform","80%",6855
"Cruciform","80%",6873
"Cruciform","30%",6901
"Cruciform","40%",6901
"Cruciform","50%",6901
"Cruciform","20%",6912
"Cruciform","40%",6913
"Cruciform","40%",6914
"Cruciform","40%",6915
"Cruciform","50%",6916
"Cruciform","60%",6916
"Cruciform","60%",6917
"Cruciform","70%",6918
"Cruciform","90%",6919
"Cruciform","90%",6920
"Cruciform","100%",6920
"Cruciform","80%",6928
"Cruciform","90%",6928
"Cruciform","20%",6934
"Cruciform","40%",6935
"Cruciform","50%",6936
"Cruciform","60%",6937
"Cruciform","60%",6938
"Cruciform","70%",6939
"Cruciform","80%",6940
"Cruciform","90%",6940
"Cruciform","90%",6941
"Cruciform","90%",6942
"Cruciform","100%",6942
"Cruciform","100%",6943
"Cruciform","40%",6948
"Cruciform","60%",6949
"Cruciform","60%",6950
"Cruciform","50%",6951
"Cruciform","90%",6952
"Cruciform","50%",6953
"Cruciform","70%",6954
"Cruciform","80%",6955
"Cruciform","90%",6956
"Cruciform","100%",6957
"Cruciform","30%",6958
"Cruciform","30%",6959
"Cruciform","30%",6965
"Cruciform","40%",6966
"Cruciform","60%",6967
"Cruciform","60%",6968
"Cruciform","70%",6968
"Cruciform","80%",6969
"Cruciform","90%",6970
"Cruciform","90%",6971
"Cruciform","100%",6972
"Cruciform","100%",6973
"Cruciform","40%",6989
"Cruciform","50%",6989
"Cruciform","50%",6993
"Cruciform","60%",6993
"Cruciform","70%",6993
"Cruciform","10%",7018
"Cruciform","10%",7019
"Cruciform","20%",7020
"Cruciform","30%",7021
"Cruciform","50%",7022
"Cruciform","60%",7023
"Cruciform","60%",7024
"Cruciform","80%",7025
"Cruciform","80%",7026
"Cruciform","90%",7027
"Cruciform","30%",7028
"Cruciform","50%",7029
"Cruciform","60%",7029
"Cruciform","70%",7030
"Cruciform","10%",7033
"Cruciform","20%",7034
"Cruciform","40%",7035
"Cruciform","50%",7036
"Cruciform","60%",7037
"Cruciform","70%",7038
"Cruciform","80%",7039
"Cruciform","90%",7039
"Cruciform","90%",7040
"Cruciform","100%",7040
"Cruciform","100%",7041
"Cruciform","100%",7042
"Cruciform","60%",7051
"Cruciform","70%",7051
"Cruciform","80%",7051
"Cruciform","60%",7052
"Cruciform","70%",7052
"Cruciform","10%",7055
"Cruciform","20%",7056
"Cruciform","30%",7056
"Cruciform","40%",7057
"Cruciform","40%",7058
"Cruciform","60%",7059
"Cruciform","90%",7060
"Cruciform","90%",7061
"Cruciform","100%",7061
"Cruciform","20%",7062
"Cruciform","30%",7063
"Cruciform","50%",7064
"Cruciform","20%",7065
"Cruciform","50%",7066
"Cruciform","70%",7067
"Cruciform","20%",7068
"Cruciform","20%",7069
"Cruciform","30%",7070
"Cruciform","80%",7071
"Cruciform","30%",7073
"Cruciform","30%",7074
"Cruciform","50%",7075
"Cruciform","70%",7076
"Cruciform","50%",7077
"Cruciform","90%",7078
"Cruciform","50%",7082
"Cruciform","60%",7082
"Cruciform","20%",7085
"Cruciform","40%",7086
"Cruciform","50%",7087
"Cruciform","70%",7088
"Cruciform","80%",7088
"Cruciform","90%",7089
"Cruciform","90%",7090
"Cruciform","100%",7090
"Cruciform","20%",7102
"Cruciform","30%",7102
"Cruciform","40%",7103
"Cruciform","70%",7104
"Cruciform","70%",7105
"Cruciform","80%",7106
"Cruciform","80%",7107
"Cruciform","100%",7108
"Cruciform","10%",7110
"Cruciform","40%",7111
"Cruciform","60%",7112
"Cruciform","60%",7113
"Cruciform","70%",7113
"Cruciform","80%",7114
"Cruciform","80%",7115
"Cruciform","80%",7116
"Cruciform","90%",7116
"Cruciform","90%",7117
"Cruciform","100%",7117
"Cruciform","100%",7118
"Cruciform","100%",7119
"Cruciform","30%",2
"Cruciform","70%",3
"Cruciform","60%",4
"Cruciform","50%",5
"Cruciform","60%",6
"Cruciform","80%",7
"Cruciform","60%",8
"Cruciform","60%",9
"Cruciform","70%",10
"Cruciform","100%",11
"Cruciform","10%",26
"Cruciform","40%",27
"Cruciform","50%",27
"Cruciform","50%",28
"Cruciform","60%",29
"Cruciform","70%",30
"Cruciform","80%",31
"Cruciform","90%",31
"Cruciform","50%",35
"Cruciform","60%",35
"Cruciform","20%",36
"Cruciform","30%",37
"Cruciform","30%",38
"Cruciform","50%",39
"Cruciform","50%",40
"Cruciform","60%",41
"Cruciform","80%",42
"Cruciform","90%",43
"Cruciform","100%",44
"Cruciform","100%",45
"Cruciform","10%",62
"Cruciform","60%",63
"Cruciform","60%",64
"Cruciform","70%",65
"Cruciform","80%",66
"Cruciform","90%",66
"Cruciform","60%",74
"Cruciform","70%",74
"Cruciform","80%",74
"Cruciform","90%",74
"Cruciform","100%",74
"Cruciform","20%",84
"Cruciform","30%",85
"Cruciform","40%",86
"Cruciform","70%",88
"Cruciform","80%",88
"Cruciform","30%",117
"Cruciform","40%",117
"Cruciform","70%",131
"Cruciform","10%",134
"Cruciform","10%",135
"Cruciform","10%",136
"Cruciform","20%",136
"Cruciform","20%",137
"Cruciform","30%",137
"Cruciform","40%",138
"Cruciform","50%",139
"Cruciform","60%",140
"Cruciform","70%",141
"Cruciform","90%",142
"Cruciform","100%",143
"Cruciform","90%",147
"Cruciform","100%",147
"Cruciform","20%",153
"Cruciform","30%",153
"Cruciform","90%",154
"Cruciform","100%",154
"Cruciform","10%",156
"Cruciform","50%",157
"Cruciform","60%",157
"Cruciform","70%",158
"Cruciform","80%",158
"Cruciform","90%",158
"Cruciform","100%",158
"Cruciform","30%",165
"Cruciform","40%",165
"Cruciform","60%",168
"Cruciform","90%",169
"Cruciform","90%",170
"Cruciform","90%",171
"Cruciform","100%",172
"Cruciform","10%",172
"Cruciform","90%",174
"Cruciform","90%",175
"Cruciform","20%",178
"Cruciform","70%",179
"Cruciform","100%",180
"Cruciform","30%",200
"Cruciform","30%",201
"Cruciform","50%",202
"Cruciform","50%",203
"Cruciform","60%",203
"Cruciform","80%",204
"Cruciform","90%",205
"Cruciform","20%",206
"Cruciform","30%",206
"Cruciform","40%",207
"Cruciform","50%",207
"Cruciform","30%",219
"Cruciform","70%",220
"Cruciform","90%",221
